uniprot,kegg,ko,desc,Iteration_query-def,Iteration_query-len,Hit_len,Hsp_evalue,Hsp_identity,Hsp_gaps,Hsp_align-len
"A7AZH2","ag:EDN78833","K22607","3beta-hydroxycholanate 3-dehydrogenase (NADP+) [EC:1.1.1.393]","KXJ04205.1","2262","276","6.34021e-14","45","13","120"
NA,NA,NA,NA,"KXJ04307.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04315.1",NA,NA,NA,NA,NA,NA
"Q61789","mmu:16774","K06240","laminin, alpha 3/5","KXJ04345.1","316","3330","4.21028e-20","44","1","94"
"Q61789","mmu:16774","K06240","laminin, alpha 3/5","KXJ04345.1","316","3330","2.54107e-11","39","24","113"
"Q61789","mmu:16774","K06240","laminin, alpha 3/5","KXJ04345.1","316","3330","1.39463e-10","38","47","140"
"Q61789","mmu:16774","K06240","laminin, alpha 3/5","KXJ04345.1","316","3330","2.45265e-07","31","8","95"
"Q61789","mmu:16774","K06240","laminin, alpha 3/5","KXJ04345.1","316","3330","1.95404e-11","36","7","100"
"P11046","dme:Dmel_CG7123","K05636","laminin, beta 1","KXJ04345.1","316","1788","1.85637e-14","37","5","93"
"P11046","dme:Dmel_CG7123","K05636","laminin, beta 1","KXJ04345.1","316","1788","5.54833e-06","34","15","102"
"P11046","dme:Dmel_CG7123","K05636","laminin, beta 1","KXJ04345.1","316","1788","1.95312e-10","33","3","94"
"P11046","dme:Dmel_CG7123","K05636","laminin, beta 1","KXJ04345.1","316","1788","1.07201e-09","34","4","91"
"P11046","dme:Dmel_CG7123","K05636","laminin, beta 1","KXJ04345.1","316","1788","8.79776e-08","35","6","94"
"P11046","dme:Dmel_CG7123","K05636","laminin, beta 1","KXJ04345.1","316","1788","4.6697e-20","47","2","92"
"Q16787","hsa:3909","K06240","laminin, alpha 3/5","KXJ04345.1","316","3333","4.78361e-19","43","1","93"
"Q16787","hsa:3909","K06240","laminin, alpha 3/5","KXJ04345.1","316","3333","2.03875e-07","33","6","90"
"Q16787","hsa:3909","K06240","laminin, alpha 3/5","KXJ04345.1","316","3333","3.01795e-12","38","7","100"
"Q16787","hsa:3909","K06240","laminin, alpha 3/5","KXJ04345.1","316","3333","1.13325e-11","41","47","140"
"Q16787","hsa:3909","K06240","laminin, alpha 3/5","KXJ04345.1","316","3333","7.40988e-11","37","24","113"
"P07942","hsa:3912","K05636","laminin, beta 1","KXJ04345.1","316","1786","1.64475e-06","35","3","93"
"P07942","hsa:3912","K05636","laminin, beta 1","KXJ04345.1","316","1786","2.95875e-08","31","3","83"
"P07942","hsa:3912","K05636","laminin, beta 1","KXJ04345.1","316","1786","5.67825e-08","35","16","103"
"P07942","hsa:3912","K05636","laminin, beta 1","KXJ04345.1","316","1786","8.22917e-18","42","2","94"
"P07942","hsa:3912","K05636","laminin, beta 1","KXJ04345.1","316","1786","8.4067e-13","37","6","92"
"P07942","hsa:3912","K05636","laminin, beta 1","KXJ04345.1","316","1786","2.49926e-09","32","4","90"
"P55268","hsa:3913","K06243","laminin, beta 2","KXJ04345.1","316","1798","9.02467e-06","35","16","104"
"P55268","hsa:3913","K06243","laminin, beta 2","KXJ04345.1","316","1798","6.78684e-10","30","4","90"
"P55268","hsa:3913","K06243","laminin, beta 2","KXJ04345.1","316","1798","7.77724e-10","33","6","91"
"P55268","hsa:3913","K06243","laminin, beta 2","KXJ04345.1","316","1798","3.0068e-06","26","3","79"
"P55268","hsa:3913","K06243","laminin, beta 2","KXJ04345.1","316","1798","6.2196e-17","40","2","95"
"P55268","hsa:3913","K06243","laminin, beta 2","KXJ04345.1","316","1798","6.83052e-11","36","3","93"
"Q2QI47","mmu:22283","K19636","usherin","KXJ04345.1","316","5193","3.83275e-12","37","8","98"
"Q2QI47","mmu:22283","K19636","usherin","KXJ04345.1","316","5193","6.71672e-17","42","3","90"
"Q2QI47","mmu:22283","K19636","usherin","KXJ04345.1","316","5193","8.16033e-07","32","5","90"
"Q2QI47","mmu:22283","K19636","usherin","KXJ04345.1","316","5193","5.40474e-11","33","7","95"
"Q2QI47","mmu:22283","K19636","usherin","KXJ04345.1","316","5193","2.34159e-08","35","8","98"
"Q2QI47","mmu:22283","K19636","usherin","KXJ04345.1","316","5193","6.13521e-08","33","6","94"
"Q61292","mmu:16779","K06243","laminin, beta 2","KXJ04345.1","316","1799","1.00499e-08","33","3","93"
"Q61292","mmu:16779","K06243","laminin, beta 2","KXJ04345.1","316","1799","1.48316e-08","29","3","79"
"Q61292","mmu:16779","K06243","laminin, beta 2","KXJ04345.1","316","1799","1.12557e-16","39","2","95"
"Q61292","mmu:16779","K06243","laminin, beta 2","KXJ04345.1","316","1799","7.40806e-10","33","6","91"
"Q61292","mmu:16779","K06243","laminin, beta 2","KXJ04345.1","316","1799","3.47996e-09","29","4","90"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","6.3865e-16","38","1","91"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","7.24717e-16","36","0","91"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","7.46172e-16","41","5","98"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","9.15237e-16","41","2","90"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","4.49077e-13","38","6","101"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","7.94466e-11","31","1","79"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","1.0366e-09","33","3","84"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","3.24684e-08","33","6","91"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","3.3757e-08","32","4","90"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","1.51032e-07","33","5","95"
"Q00174","dme:Dmel_CG10236","K06240","laminin, alpha 3/5","KXJ04345.1","316","3712","1.8582e-06","29","6","82"
NA,NA,NA,NA,"KXJ04348.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04356.1",NA,NA,NA,NA,NA,NA
"Q8TCJ2","hsa:201595","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","826","7.6775e-27","43","0","48"
"E2RG47","cfa:485628","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","826","7.6775e-27","43","0","48"
"Q3TDQ1","mmu:68292","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","823","5.99827e-25","41","0","48"
"P46975","cel:CELE_T12A2.2","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","757","7.28041e-18","31","0","48"
"P46978","mmu:16430","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","705","3.67309e-17","34","1","49"
"Q5RCE2","pon:100174363","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","705","9.55057e-17","35","7","52"
"Q2KJI2","bta:507815","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","705","1.58583e-16","35","7","52"
"F1PJP5","cfa:489300","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","705","1.58583e-16","35","7","52"
"O94335","spo:SPBC1271.02","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","752","1.43984e-13","25","0","45"
"P39007","sce:YGL022W","K07151","dolichyl-diphosphooligosaccharide---protein glycosyltransferase [EC:2.4.99.18]","KXJ04380.1","148","718","5.32876e-13","26","0","43"
NA,NA,NA,NA,"KXJ04398.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04405.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04452.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04487.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04518.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04585.1",NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,"KXJ04597.1",NA,NA,NA,NA,NA,NA
"Q6GN42","xla:444429","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","707","3.31086e-15","33","0","44"
"Q7T2B0","dre:393385","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","723","6.12031e-14","31","0","44"
"Q91VA1","mmu:70129","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","707","8.48671e-14","30","0","43"
"Q6MG71","rno:294255","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","707","8.64285e-14","30","0","43"
"Q8BY89","mmu:68682","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","706","1.39992e-13","30","0","44"
"B4F795","rno:363024","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","705","1.5464e-13","30","0","44"
"A5D7H3","bta:617624","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","706","2.01507e-13","30","0","44"
"Q8IWA5","hsa:57153","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","706","2.57642e-13","29","0","44"
"F1S584","ssc:100524730","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","706","3.54245e-13","29","0","44"
"Q6IP59","xla:432216","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04601.1","1026","710","3.8547e-13","29","0","44"
"Q498D6","rno:25114","K05095","fibroblast growth factor receptor 4 [EC:2.7.10.1]","KXJ04622.1","1145","800","1.29523e-25","49","0","71"
"Q498D6","rno:25114","K05095","fibroblast growth factor receptor 4 [EC:2.7.10.1]","KXJ04622.1","1145","800","1.30217e-09","29","1","46"
"P21804","gga:396516","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","819","1.81753e-25","48","0","71"
"P21804","gga:396516","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","819","1.21683e-10","29","0","42"
"P16092","mmu:14182","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","822","1.85535e-25","48","0","71"
"P16092","mmu:14182","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","822","1.19705e-10","29","0","42"
"P11362","hsa:2260","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","822","1.89018e-25","48","0","71"
"P11362","hsa:2260","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","822","1.15521e-10","29","0","42"
"P21803","mmu:14183","K05093","fibroblast growth factor receptor 2 [EC:2.7.10.1]","KXJ04622.1","1145","821","1.90658e-25","48","0","71"
"P21803","mmu:14183","K05093","fibroblast growth factor receptor 2 [EC:2.7.10.1]","KXJ04622.1","1145","821","9.26673e-12","31","0","42"
"P21802","hsa:2263","K05093","fibroblast growth factor receptor 2 [EC:2.7.10.1]","KXJ04622.1","1145","821","1.97884e-25","48","0","71"
"P21802","hsa:2263","K05093","fibroblast growth factor receptor 2 [EC:2.7.10.1]","KXJ04622.1","1145","821","1.06902e-11","31","0","42"
"P22182","xla:394418","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","812","1.98524e-25","48","0","71"
"P22182","xla:394418","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","812","1.56963e-10","28","0","42"
"P22182","xla:397782","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","812","1.98524e-25","48","0","71"
"P22182","xla:397782","K04362","fibroblast growth factor receptor 1 [EC:2.7.10.1]","KXJ04622.1","1145","812","1.56963e-10","28","0","42"
"P18461","gga:396259","K05093","fibroblast growth factor receptor 2 [EC:2.7.10.1]","KXJ04622.1","1145","823","2.17455e-25","48","0","71"
"P18461","gga:396259","K05093","fibroblast growth factor receptor 2 [EC:2.7.10.1]","KXJ04622.1","1145","823","1.04178e-11","31","0","42"
"Q6GN42","xla:444429","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","707","8.00641e-27","48","4","83"
"A3KMY4","bta:520625","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","707","1.96748e-24","40","0","66"
"Q6MG71","rno:294255","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","707","2.65796e-24","42","4","82"
"A5PF08","ssc:100124377","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","707","7.87944e-24","40","0","67"
"Q53GD3","hsa:80736","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","710","8.8576e-24","40","0","67"
"Q7T2B0","dre:393385","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","723","8.96549e-24","43","4","79"
"Q91VA1","mmu:70129","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","707","9.66006e-24","40","0","67"
"Q5RJI2","mmu:242259","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","710","1.06763e-21","39","0","67"
"Q7SYC9","dre:321056","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","697","1.44727e-20","39","0","67"
"Q6IP59","xla:432216","K15377","solute carrier family 44 (choline transporter-like protein), member 2/4/5","KXJ04646.1","386","710","1.61362e-20","41","4","82"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.91968e-41","75","2","152"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","3.23868e-41","73","0","150"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.88285e-41","71","1","150"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.91448e-34","68","3","154"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.09409e-33","66","2","151"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","2.42538e-32","67","4","154"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.0561e-24","66","43","193"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","2.59791e-23","66","9","158"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","3.74665e-08","42","8","112"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.18364e-07","29","2","76"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.12973e-40","73","2","152"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","4.01784e-40","71","1","151"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","3.92194e-38","80","41","192"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","9.30817e-37","71","47","196"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.68045e-36","73","47","194"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","7.26916e-35","65","0","150"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","5.24974e-49","76","0","151"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","1.74598e-44","73","0","151"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","2.90402e-42","73","0","149"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","3.39078e-42","75","1","152"
"P07207","dme:Dmel_CG3936","K02599","Notch 1","KXJ04659.1","458","2703","3.69962e-42","76","1","149"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","4.51164e-43","77","0","151"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","4.23732e-41","77","2","152"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","6.63223e-40","74","2","150"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","4.38391e-39","73","0","151"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","7.27154e-38","67","2","152"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.21492e-37","71","2","152"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.27519e-37","69","2","151"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","5.29487e-37","74","3","154"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.10202e-33","67","3","149"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","2.90225e-33","72","6","152"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","6.11717e-33","73","43","195"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","6.88442e-32","73","48","196"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.51351e-29","70","13","163"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","3.42585e-26","61","6","152"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","2.77244e-24","64","9","156"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","4.9073e-23","59","6","137"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.50648e-06","37","9","98"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","8.93256e-37","72","0","150"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.31587e-36","71","8","149"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.0658e-35","73","10","162"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","5.52911e-35","80","48","198"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","4.66583e-45","78","1","150"
"A2RUV0","xtr:100037842","K02599","Notch 1","KXJ04659.1","458","2522","1.29335e-43","79","1","152"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","4.38331e-30","70","13","163"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","9.54829e-27","60","5","147"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","8.43276e-25","66","9","156"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","6.49638e-24","64","8","158"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","7.21487e-45","78","1","150"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","9.93206e-45","80","0","151"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","4.13514e-43","80","1","152"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","7.50365e-41","79","2","151"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","8.05e-40","74","0","151"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","1.33204e-39","80","40","192"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","7.11509e-39","76","1","152"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","7.61418e-39","75","2","150"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","1.62457e-37","73","0","150"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","2.28007e-37","75","3","154"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","3.88398e-37","71","8","152"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","7.21868e-37","65","2","152"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","1.88297e-36","74","10","162"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","8.69697e-36","78","41","192"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","2.31288e-35","80","48","198"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","8.65093e-34","67","3","149"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","7.79286e-33","73","43","195"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","1.26463e-32","72","6","152"
"P21783","xla:394367","K02599","Notch 1","KXJ04659.1","458","2524","5.45702e-32","73","48","196"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","1.27665e-44","78","0","152"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","3.03849e-42","72","2","153"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","9.25511e-42","76","2","152"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","2.3911e-41","75","0","150"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","5.15196e-40","68","3","153"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","9.9539e-40","72","1","151"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","9.69252e-39","80","38","188"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","1.03724e-38","72","3","155"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","1.5169e-37","75","2","150"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","2.08811e-37","72","3","153"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","2.93064e-37","68","1","142"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","7.09094e-36","70","0","150"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","2.70997e-33","68","6","158"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","4.03076e-33","67","2","143"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","1.24179e-31","72","48","197"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","1.37279e-29","62","3","149"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","2.55091e-29","60","2","151"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","3.18712e-29","64","5","154"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","8.31062e-29","63","6","147"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","7.29034e-24","58","7","156"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","2.4911e-23","59","37","186"
"Q04721","hsa:4853","K20994","Notch 2","KXJ04659.1","458","2471","1.07897e-18","56","8","150"
